campaign_name,start_date,end_date,budget,roi,type,target_audience,channel,conversion_rate,revenue,Categoría,Coincidencias,campaign_name_lower
Object-based national standardization,2022-08-13,2023-10-06,95049.66,0.84,podcast,B2C,promotion,0.2,307444.6,Procesos/Metodología,[],object-based national standardization
Object-based leadingedge initiative,2023-03-01,2024-02-08,14254.9,0.8,podcast,B2C,promotion,0.31,373966.59,Otros,[],object-based leadingedge initiative
Sharable background circuit,2022-08-26,2024-06-15,39380.23,0.58,email,B2B,referral,0.99,878859.45,Otros,[],sharable background circuit
Synchronized national system engine,2023-01-18,2023-11-11,1223.82,0.71,social media,B2C,paid,0.3,768567.7,Tecnología/IT,[],synchronized national system engine
Front-line attitude-oriented adapter,2023-01-07,2024-04-23,32575.19,0.9,webinar,B2C,referral,0.17,262152.11,Otros,[],front-line attitude-oriented adapter
Grass-roots scalable framework,2023-02-16,2023-08-19,61978.1,0.39,social media,B2C,paid,0.77,108.21,Otros,[],grass-roots scalable framework
Networked zero administration array,2022-12-29,2023-12-13,62893.8,0.18,email,B2B,promotion,0.53,956677.1,Otros,[],networked zero administration array
Visionary client-driven instruction set,2022-12-18,2023-11-09,80963.14,0.14,email,B2C,organic,0.7,520779.28,Usuario/Cliente,['PRIMARY: client'],visionary client-driven instruction set
Seamless directional Graphic Interface,2022-08-27,2023-12-08,89833.97,0.6,email,B2C,promotion,0.42,533309.75,Otros,[],seamless directional graphic interface
Innovative 4thgeneration protocol,2022-08-16,2024-01-24,78857.26,0.15,webinar,B2C,promotion,0.74,899416.78,Otros,[],innovative 4thgeneration protocol
Cross-group radical definition,2023-04-24,2024-04-01,42878.1,0.48,webinar,B2C,organic,0.66,236497.1,Otros,[],cross-group radical definition
Automated client-server contingency,2022-11-30,2023-12-20,27483.74,0.8,social media,B2B,organic,0.38,138657.81,Usuario/Cliente,['PRIMARY: client'],automated client-server contingency
Enterprise-wide tangible secured line,2023-07-04,2024-05-30,32993.61,0.4,email,B2B,promotion,0.9,15015.31,Otros,[],enterprise-wide tangible secured line
Open-architected transitional framework,2022-10-02,2023-12-15,2568.1,0.44,podcast,B2C,organic,0.26,189403.95,Otros,[],open-architected transitional framework
Networked motivating Graphic Interface,2022-08-06,2024-04-23,9689.82,0.23,podcast,B2C,referral,0.31,570403.72,Otros,[],networked motivating graphic interface
Balanced impactful collaboration,2022-09-07,2024-03-24,48068.29,0.96,social media,B2C,organic,0.13,749632.31,Otros,[],balanced impactful collaboration
Phased clear-thinking matrix,2022-12-28,2024-06-24,41572.75,0.88,webinar,B2B,paid,0.4,745526.31,Otros,[],phased clear-thinking matrix
Multi-channeled hybrid workforce,2022-12-27,2023-09-12,54998.51,0.46,email,B2B,promotion,0.44,328378.21,Otros,[],multi-channeled hybrid workforce
Up-sized dedicated workforce,2022-09-13,2024-05-21,26043.99,0.28,email,B2C,organic,0.25,990541.8,Otros,[],up-sized dedicated workforce
Focused tangible array,2022-12-20,2024-03-10,24633.17,0.52,podcast,B2B,referral,0.45,477094.47,Otros,[],focused tangible array
Organized heuristic customer loyalty,2022-08-14,2023-08-07,56844.8,0.17,email,B2B,referral,0.45,213233.35,Usuario/Cliente,['PRIMARY: customer'],organized heuristic customer loyalty
Implemented radical array,2022-08-09,2024-02-11,50192.71,0.74,email,B2B,organic,0.13,579337.15,Otros,[],implemented radical array
Reactive even-keeled hardware,2023-04-20,2024-06-24,86585.56,0.62,email,B2B,organic,0.94,343542.86,Tecnología/IT,['PRIMARY: hardware'],reactive even-keeled hardware
Implemented logistical architecture,2023-07-20,2024-04-06,15386.79,0.23,webinar,B2B,organic,0.98,973522.31,Arquitectura/Infraestructura,['PRIMARY: architecture'],implemented logistical architecture
Team-oriented intermediate matrices,2023-05-31,2024-01-04,56098.87,0.74,webinar,B2C,organic,0.53,693941.43,Otros,[],team-oriented intermediate matrices
Operative optimizing firmware,2023-04-06,2024-06-20,86427.37,0.16,webinar,B2B,organic,0.69,615345.97,Otros,[],operative optimizing firmware
Cloned system-worthy project,2023-05-11,2023-11-30,12214.82,0.36,email,B2B,organic,0.46,553547.53,Tecnología/IT,[],cloned system-worthy project
Versatile regional capability,2022-09-26,2023-09-19,83088.32,0.14,email,B2C,paid,0.8,564579.89,Otros,[],versatile regional capability
De-engineered static standardization,2022-11-22,2023-10-21,80176.5,0.46,email,B2C,promotion,0.11,24198.61,Procesos/Metodología,[],de-engineered static standardization
Total bi-directional attitude,2023-04-25,2024-06-12,11441.68,0.51,podcast,B2B,promotion,0.39,831009.89,Otros,[],total bi-directional attitude
Progressive non-volatile service-desk,2022-09-20,2024-06-10,48365.23,0.67,webinar,B2C,organic,0.67,340157.74,Productos/Servicios,['PRIMARY: service'],progressive non-volatile service-desk
Business-focused needs-based synergy,2023-06-20,2023-09-12,86182.78,0.29,webinar,B2B,promotion,0.12,761650.71,Otros,[],business-focused needs-based synergy
Optional holistic Graphical User Interface,2023-04-15,2024-06-10,87937.87,0.75,social media,B2B,promotion,0.96,186429.38,Usuario/Cliente,['PRIMARY: user'],optional holistic graphical user interface
Grass-roots bottom-line strategy,2023-04-23,2023-08-09,13932.94,0.48,webinar,B2C,promotion,0.21,737381.8,Gestión/Management,['SECONDARY: strategy'],grass-roots bottom-line strategy
Quality-focused fault-tolerant secured line,2023-02-01,2023-08-02,8324.3,0.68,webinar,B2C,promotion,0.76,875993.48,Otros,[],quality-focused fault-tolerant secured line
Secured solution-oriented application,2022-09-12,2024-02-22,10216.93,0.24,social media,B2B,organic,0.12,597726.39,Productos/Servicios,[],secured solution-oriented application
Multi-tiered executive task-force,2023-02-18,2024-03-24,73598.13,0.43,email,B2C,promotion,0.45,508514.45,Otros,[],multi-tiered executive task-force
Focused empowering superstructure,2023-02-05,2024-05-26,39103.33,0.81,webinar,B2C,promotion,0.55,503191.26,Otros,[],focused empowering superstructure
Reverse-engineered motivating algorithm,2023-01-28,2024-03-23,5833.99,0.34,webinar,B2C,promotion,0.65,181824.5,Otros,[],reverse-engineered motivating algorithm
Configurable attitude-oriented throughput,2023-01-14,2024-07-17,60899.96,0.89,podcast,B2C,promotion,0.3,511916.8,Otros,[],configurable attitude-oriented throughput
Expanded neutral extranet,2023-06-16,2023-12-07,40596.83,0.94,podcast,B2B,promotion,0.22,794415.14,Otros,[],expanded neutral extranet
Reduced attitude-oriented task-force,2022-12-03,2023-12-24,25337.54,0.88,social media,B2C,promotion,0.17,569047.55,Otros,[],reduced attitude-oriented task-force
Focused logistical projection,2022-09-15,2023-10-18,93064.34,0.53,webinar,B2C,promotion,0.6,783632.31,Otros,[],focused logistical projection
Proactive asymmetric time-frame,2023-01-15,2024-03-24,75609.64,0.43,webinar,B2C,promotion,0.84,579392.35,Otros,[],proactive asymmetric time-frame
Inverse systematic productivity,2023-05-08,2024-07-20,21939.98,0.1,email,B2C,promotion,0.55,52042.32,Otros,['SECONDARY: systematic'],inverse systematic productivity
Optional coherent moratorium,2022-09-17,2023-11-24,89036.76,0.76,podcast,B2B,organic,0.44,917084.93,Otros,[],optional coherent moratorium
Expanded upward-trending conglomeration,2023-02-04,2024-06-01,31126.7,0.76,podcast,B2C,organic,0.37,899936.24,Otros,[],expanded upward-trending conglomeration
Compatible clear-thinking array,2022-08-17,2024-04-21,51825.62,0.6,webinar,B2B,promotion,0.49,891145.72,Otros,[],compatible clear-thinking array
Universal 4thgeneration framework,2023-04-25,2023-12-22,71516.9,0.2,email,B2C,organic,0.72,857045.98,Otros,[],universal 4thgeneration framework
Persevering motivating benchmark,2023-07-02,2023-09-18,95735.11,0.49,social media,B2C,promotion,0.24,369103.26,Otros,[],persevering motivating benchmark
Object-based content-based ability,2022-10-12,2023-12-20,26262.29,0.67,webinar,B2C,organic,0.77,415891.1,Otros,[],object-based content-based ability
Innovative logistical interface,2023-03-05,2023-10-25,99579.39,0.1,social media,B2C,organic,0.28,758121.44,Otros,[],innovative logistical interface
De-engineered impactful policy,2022-09-04,2024-06-11,35965.37,0.21,podcast,B2C,paid,0.77,574345.65,Otros,[],de-engineered impactful policy
Integrated contextually-based parallelism,2022-08-19,2024-06-02,47201.38,0.58,webinar,B2C,organic,0.67,402603.75,Otros,[],integrated contextually-based parallelism
Innovative mission-critical firmware,2023-04-10,2023-09-10,66401.2,0.71,email,B2C,promotion,0.91,419378.34,Otros,[],innovative mission-critical firmware
Advanced clear-thinking Graphical User Interface,2023-01-21,2024-05-19,69533.11,0.72,webinar,B2C,promotion,0.59,791308.71,Usuario/Cliente,['PRIMARY: user'],advanced clear-thinking graphical user interface
Reactive tangible access,2022-09-09,2024-05-14,73328.31,0.18,webinar,B2B,organic,0.92,149637.56,Otros,[],reactive tangible access
Versatile systemic challenge,2023-02-02,2023-12-28,50036.8,0.27,social media,B2B,promotion,0.45,578349.16,Otros,[],versatile systemic challenge
Switchable value-added portal,2022-09-10,2023-09-16,24555.69,0.78,email,B2B,referral,0.19,542272.5,Otros,[],switchable value-added portal
Up-sized well-modulated support,2022-09-11,2024-06-06,83793.28,0.45,webinar,B2C,paid,0.97,927525.79,Otros,[],up-sized well-modulated support
Secured asymmetric focus group,2023-03-17,2023-10-05,20492.32,0.34,social media,B2C,paid,0.43,293207.54,Otros,[],secured asymmetric focus group
Down-sized 6thgeneration methodology,2023-05-26,2023-12-14,84057.89,0.17,podcast,B2B,paid,0.69,574894.6,Procesos/Metodología,"['PRIMARY: methodology', 'PATTERN: \\bmethod\\w*\\b']",down-sized 6thgeneration methodology
Upgradable next generation knowledge user,2023-02-14,2023-09-01,44021.7,0.88,webinar,B2B,promotion,0.71,268456.4,Usuario/Cliente,['PRIMARY: user'],upgradable next generation knowledge user
Reverse-engineered regional data-warehouse,2022-11-10,2024-05-06,72633.75,0.42,email,B2C,referral,0.19,46016.24,Datos/Análisis,"['PRIMARY: data', 'PATTERN: \\bdata-\\w+\\b']",reverse-engineered regional data-warehouse
Implemented 4thgeneration open system,2022-12-30,2024-05-12,42103.6,0.66,webinar,B2C,organic,0.84,789172.99,Tecnología/IT,[],implemented 4thgeneration open system
Progressive motivating array,2023-02-18,2024-01-18,30951.13,0.99,email,B2C,referral,0.25,576624.43,Otros,[],progressive motivating array
Visionary client-driven pricing structure,2022-09-11,2024-07-29,4675.43,0.68,social media,B2B,paid,0.5,641884.2,Usuario/Cliente,['PRIMARY: client'],visionary client-driven pricing structure
Pre-emptive mission-critical matrices,2022-08-30,2023-11-19,55342.0,0.19,email,B2C,organic,0.9,350758.89,Otros,[],pre-emptive mission-critical matrices
Triple-buffered high-level neural-net,2022-11-01,2024-06-05,83667.24,0.25,social media,B2B,organic,0.0,460534.5,Otros,[],triple-buffered high-level neural-net
Managed actuating open architecture,2022-12-30,2023-11-02,69912.37,0.71,email,B2C,promotion,0.24,325212.98,Arquitectura/Infraestructura,['PRIMARY: architecture'],managed actuating open architecture
Visionary composite task-force,2022-10-22,2024-07-30,68203.64,0.74,email,B2B,organic,0.56,931667.61,Otros,[],visionary composite task-force
Ergonomic fresh-thinking customer loyalty,2022-08-28,2024-05-20,53848.51,0.27,email,B2B,organic,0.98,940582.98,Usuario/Cliente,['PRIMARY: customer'],ergonomic fresh-thinking customer loyalty
Enterprise-wide didactic instruction set,2022-11-11,2023-10-05,2339.3,0.25,social media,B2B,organic,0.73,197904.55,Otros,[],enterprise-wide didactic instruction set
Decentralized client-driven adapter,2023-01-08,2024-03-18,85162.21,0.12,webinar,B2C,promotion,0.9,547794.76,Usuario/Cliente,['PRIMARY: client'],decentralized client-driven adapter
Cross-platform transitional interface,2022-08-05,2023-09-23,57412.53,0.66,webinar,B2C,paid,0.2,540285.9,Tecnología/IT,"['SECONDARY: platform', 'PATTERN: \\b\\w+-platform\\b']",cross-platform transitional interface
Universal transitional moderator,2023-05-04,2024-07-22,17051.21,0.72,social media,B2B,promotion,0.22,572556.5,Otros,[],universal transitional moderator
Universal composite open system,2023-03-02,2024-01-13,20606.52,0.12,webinar,B2B,organic,0.42,346919.49,Tecnología/IT,[],universal composite open system
Public-key human-resource product,2022-11-11,2024-07-23,18637.27,0.25,podcast,B2B,paid,0.16,105353.85,Productos/Servicios,['PRIMARY: product'],public-key human-resource product
Secured background encryption,2022-09-22,2023-12-18,57858.79,0.1,email,B2B,referral,0.16,755718.77,Otros,[],secured background encryption
Implemented content-based contingency,2023-07-18,2023-09-05,9933.82,0.4,email,B2C,promotion,0.35,286921.83,Otros,[],implemented content-based contingency
Open-architected responsive array,2022-12-24,2023-12-10,55733.12,0.34,social media,B2C,promotion,0.31,148330.9,Otros,[],open-architected responsive array
Reverse-engineered client-server neural-net,2023-01-19,2024-02-17,3854.95,0.12,social media,B2B,promotion,0.34,223877.3,Usuario/Cliente,['PRIMARY: client'],reverse-engineered client-server neural-net
Networked upward-trending forecast,2023-07-06,2024-01-23,43185.33,0.47,email,B2B,referral,0.72,918409.28,Otros,[],networked upward-trending forecast
Multi-layered optimal pricing structure,2023-01-28,2023-11-21,35728.11,0.35,webinar,B2C,organic,0.97,556729.13,Otros,[],multi-layered optimal pricing structure
Persistent stable leverage,2023-01-15,2023-10-04,70220.82,0.5,social media,B2B,paid,0.33,89723.88,Otros,[],persistent stable leverage
Focused stable analyzer,2023-06-28,2024-06-06,39506.88,0.55,webinar,B2C,organic,0.81,753417.28,Otros,[],focused stable analyzer
Networked exuding instruction set,2022-09-11,2024-02-27,93971.2,0.39,podcast,B2C,promotion,0.29,232132.15,Otros,[],networked exuding instruction set
Multi-layered intermediate conglomeration,2022-08-30,2024-04-17,51220.79,0.41,webinar,B2C,referral,0.13,784728.26,Otros,[],multi-layered intermediate conglomeration
Visionary 24hour circuit,2022-08-26,2024-06-21,88113.95,0.39,email,B2B,paid,0.49,528254.15,Otros,[],visionary 24hour circuit
Optional even-keeled functionalities,2023-01-01,2023-08-23,62829.72,0.5,webinar,B2C,referral,0.62,253765.71,Otros,[],optional even-keeled functionalities
De-engineered systematic conglomeration,2023-05-02,2023-12-26,79350.42,0.81,webinar,B2C,organic,0.57,332867.82,Otros,['SECONDARY: systematic'],de-engineered systematic conglomeration
Extended 24hour contingency,2023-07-07,2023-08-18,69815.82,0.16,podcast,B2C,organic,0.27,2810.51,Otros,[],extended 24hour contingency
User-centric clear-thinking interface,2022-08-28,2024-05-27,29206.8,0.6,social media,B2C,referral,0.34,628376.14,Usuario/Cliente,['PRIMARY: user'],user-centric clear-thinking interface
Programmable optimal capability,2023-06-06,2024-02-27,59160.0,0.77,email,B2B,organic,0.69,376200.21,Otros,[],programmable optimal capability
Optimized zero administration approach,2023-04-07,2023-11-13,17097.49,0.3,email,B2B,referral,0.82,378447.69,Otros,['SECONDARY: optimized'],optimized zero administration approach
Robust directional complexity,2023-03-16,2024-07-27,31330.31,0.35,email,B2B,organic,0.77,820739.68,Otros,[],robust directional complexity
Reverse-engineered 4thgeneration analyzer,2022-12-24,2023-11-03,35539.13,0.53,social media,B2C,referral,0.68,579364.9,Otros,[],reverse-engineered 4thgeneration analyzer
Secured incremental moratorium,2022-08-04,2023-08-28,43792.4,0.94,webinar,B2B,paid,0.81,70347.37,Otros,[],secured incremental moratorium
Universal asymmetric extranet,2023-03-07,2024-04-30,80292.7,0.6,webinar,B2B,referral,0.25,19497.73,Otros,[],universal asymmetric extranet
User-friendly next generation challenge,2023-01-27,2023-09-10,93319.78,0.61,social media,B2B,promotion,0.57,738244.49,Usuario/Cliente,['PRIMARY: user'],user-friendly next generation challenge
Vision-oriented zero tolerance hardware,2023-01-13,2023-12-28,25534.3,0.9,email,B2C,paid,0.99,141758.95,Tecnología/IT,['PRIMARY: hardware'],vision-oriented zero tolerance hardware
Reverse-engineered static infrastructure,2023-07-16,2023-08-07,7315.35,0.86,email,B2C,referral,0.7,162798.55,Arquitectura/Infraestructura,['PRIMARY: infrastructure'],reverse-engineered static infrastructure
Managed leadingedge knowledge user,2023-03-04,2024-01-27,4714.75,0.66,email,B2B,referral,0.12,650653.56,Usuario/Cliente,['PRIMARY: user'],managed leadingedge knowledge user
Multi-channeled full-range framework,2023-07-01,2023-08-31,83835.24,0.16,webinar,B2C,organic,0.48,161707.63,Otros,[],multi-channeled full-range framework
Optional secondary website,2022-12-13,2023-09-12,17625.0,0.22,webinar,B2B,paid,0.18,517206.57,Otros,[],optional secondary website
Open-source fault-tolerant open architecture,2023-06-03,2024-07-31,29827.35,0.52,webinar,B2C,referral,0.36,310553.26,Arquitectura/Infraestructura,['PRIMARY: architecture'],open-source fault-tolerant open architecture
Distributed dynamic process improvement,2022-09-17,2023-10-06,62616.23,0.59,email,B2B,organic,0.7,652592.33,Procesos/Metodología,[],distributed dynamic process improvement
Triple-buffered exuding Local Area Network,2022-12-19,2023-11-21,47196.25,0.9,podcast,B2C,promotion,0.92,572836.7,Red/Conectividad,['PRIMARY: network'],triple-buffered exuding local area network
Vision-oriented 24hour migration,2022-09-30,2023-12-07,4072.67,0.15,social media,B2C,organic,0.18,7636.54,Otros,[],vision-oriented 24hour migration
Intuitive 4thgeneration access,2022-08-16,2024-07-28,82509.65,0.78,social media,B2B,referral,0.29,702414.14,Otros,[],intuitive 4thgeneration access
Organic multi-tasking hardware,2022-11-28,2024-02-12,50412.87,0.91,social media,B2B,promotion,0.27,334303.84,Tecnología/IT,['PRIMARY: hardware'],organic multi-tasking hardware
Switchable solution-oriented success,2023-06-13,2024-03-06,93586.76,0.96,social media,B2C,organic,0.87,601987.53,Productos/Servicios,[],switchable solution-oriented success
Multi-channeled 5thgeneration methodology,2023-01-19,2024-02-28,7401.5,0.9,podcast,B2B,organic,0.12,537274.2,Procesos/Metodología,"['PRIMARY: methodology', 'PATTERN: \\bmethod\\w*\\b']",multi-channeled 5thgeneration methodology
Object-based scalable utilization,2023-01-29,2023-12-01,97845.91,0.18,webinar,B2B,paid,0.63,985580.9,Otros,[],object-based scalable utilization
Operative tangible firmware,2023-04-19,2024-06-25,77555.4,0.8,email,B2C,organic,0.21,613448.3,Otros,[],operative tangible firmware
Up-sized user-facing secured line,2022-10-02,2023-10-29,11168.71,0.8,social media,B2C,promotion,0.2,277549.41,Usuario/Cliente,['PRIMARY: user'],up-sized user-facing secured line
Public-key multi-tasking throughput,2023-04-01,2024-02-23,8082.3,0.35,email,B2B,organic,0.4,709593.48,Otros,[],public-key multi-tasking throughput
De-engineered analyzing task-force,2023-02-15,2024-04-22,17712.98,0.74,email,B2C,promotion,0.66,516609.1,Otros,[],de-engineered analyzing task-force
Balanced solution-oriented Local Area Network,2022-12-20,2023-10-11,84643.1,0.37,podcast,B2B,paid,0.28,458227.42,Red/Conectividad,['PRIMARY: network'],balanced solution-oriented local area network
Distributed real-time methodology,2022-09-26,2023-09-27,14589.75,0.47,webinar,B2B,organic,0.19,89958.73,Procesos/Metodología,"['PRIMARY: methodology', 'PATTERN: \\bmethod\\w*\\b']",distributed real-time methodology
Upgradable transitional data-warehouse,2023-06-29,2023-12-13,,0.59,social media,B2C,referral,0.67,558302.11,Datos/Análisis,"['PRIMARY: data', 'PATTERN: \\bdata-\\w+\\b']",upgradable transitional data-warehouse
User-friendly client-driven service-desk,2023-01-06,2023-12-11,36800.58,0.4,,B2C,promotion,0.52,206241.46,Usuario/Cliente,"['PRIMARY: user', 'PRIMARY: client']",user-friendly client-driven service-desk
NEW CAMPAIGN - Missing Budget,2023-10-01,2024-01-15,,0.25,email,B2B,organic,,45000.0,Otros,[],new campaign - missing budget
Typo in Date,2023-13-01,2024-02-30,50000.0,0.65,webinar,B2C,promotion,0.9,320000.0,Otros,[],typo in date
Duplicate Campaign,2023-04-01,2024-02-23,8082.3,0.35,email,B2B,organic,0.4,709593.48,Otros,[],duplicate campaign
Outlier Budget,2023-07-01,2024-03-01,9999999,0.1,email,B2B,promotion,0.2,50000.0,Otros,[],outlier budget
Public-key multi-tasking throughput,2023-04-01,2024-02-23,8082.3,0.35,email,B2B,organic,0.4,709593.48,Otros,[],public-key multi-tasking throughput
De-engineered analyzing task-force,2023-02-15,2024-04-22,17712.98,0.74,email,B2C,promotion,0.66,516609.1,Otros,[],de-engineered analyzing task-force
Balanced solution-oriented Local Area Network,2022-12-20,2023-10-11,84643.1,0.37,podcast,B2B,paid,0.28,458227.42,Red/Conectividad,['PRIMARY: network'],balanced solution-oriented local area network
Distributed real-time methodology,2022-09-26,2023-09-27,14589.75,0.47,webinar,B2B,organic,0.19,89958.73,Procesos/Metodología,"['PRIMARY: methodology', 'PATTERN: \\bmethod\\w*\\b']",distributed real-time methodology
Front-line executive infrastructure,2023-07-07,2024-05-15,39291.9,0.3,social media,B2B,promotion,0.81,47511.35,Arquitectura/Infraestructura,['PRIMARY: infrastructure'],front-line executive infrastructure
Upgradable transitional data-warehouse,2023-06-29,2023-12-13,75569.28,0.59,social media,B2C,referral,0.67,558302.11,Datos/Análisis,"['PRIMARY: data', 'PATTERN: \\bdata-\\w+\\b']",upgradable transitional data-warehouse
Innovative context-sensitive framework,2023-03-01,2024-02-23,28964.45,0.59,email,B2C,referral,0.17,172882.59,Otros,[],innovative context-sensitive framework
User-friendly client-driven service-desk,2023-01-06,2023-12-11,36800.58,0.4,webinar,B2C,promotion,0.52,206241.46,Usuario/Cliente,"['PRIMARY: user', 'PRIMARY: client']",user-friendly client-driven service-desk
Proactive neutral methodology,2022-09-06,2024-01-11,40493.88,0.16,webinar,B2C,organic,0.47,734755.76,Procesos/Metodología,"['PRIMARY: methodology', 'PATTERN: \\bmethod\\w*\\b']",proactive neutral methodology
Intuitive responsive support,2022-11-25,2024-04-04,1816.22,0.81,social media,B2C,referral,0.85,563280.3,Otros,[],intuitive responsive support
Multi-lateral dedicated workforce,2023-06-15,2024-06-15,94084.21,0.58,podcast,B2B,referral,0.23,406522.77,Otros,[],multi-lateral dedicated workforce
Cross-platform demand-driven encoding,2023-07-21,2023-11-04,64041.37,0.16,social media,B2B,promotion,0.55,174462.47,Tecnología/IT,"['SECONDARY: platform', 'PATTERN: \\b\\w+-platform\\b']",cross-platform demand-driven encoding
Cloud-based scalable solution,,2023-12-31,50000,,event,B2C,paid,0.3,120000.0,Productos/Servicios,"['SECONDARY: cloud', 'PATTERN: \\bcloud-\\w+\\b']",cloud-based scalable solution
Broken-date campaign,2023-13-01,2024-01-01,25000,0.45,email,B2B,organic,,87500.0,Otros,[],broken-date campaign
Negative ROI test,2022-10-10,2023-05-05,-10000,-0.2,podcast,B2C,referral,0.1,,Otros,[],negative roi test
Null-heavy campaign,2023-01-01,,,,B2B,social media,,,,Otros,[],null-heavy campaign
Future campaign,2025-01-01,2025-06-01,75000,0.9,webinar,B2C,promotion,0.65,200000.0,Innovación/Generacional,[],future campaign
Extra long name campaign test,2023-04-15,2023-09-15,30000,0.25,email,,paid,0.4,45000.0,Otros,[],extra long name campaign test
No revenue campaign,2023-02-01,2023-08-01,20000,0.3,social media,B2B,organic,0.5,,Otros,[],no revenue campaign
Random mess,2023-06-06,,100000,,podcast,,referral,,300000.0,Otros,[],random mess
Invalid budget,2022-12-01,2023-06-01,abc,,email,B2C,promotion,0.2,50000.0,Otros,[],invalid budget
Overlapping dates,2023-03-01,2022-12-31,60000,0.6,webinar,B2B,paid,0.7,90000.0,Otros,[],overlapping dates
Too many conversions,2023-05-01,2023-11-01,40000,0.8,social media,B2C,organic,1.5,120000.0,Otros,[],too many conversions
